,fd,fs,pmp
661,0.30000000000000004,0.55,0.3368756683570231
662,0.30000000000000004,0.56,0.3363720924417181
663,0.30000000000000004,0.5700000000000001,0.3355962882521975
664,0.30000000000000004,0.58,0.33383250620916016
665,0.30000000000000004,0.59,0.3316034288334888
666,0.30000000000000004,0.6,0.331403502539214
667,0.30000000000000004,0.61,0.33117139565702985
668,0.30000000000000004,0.62,0.33089506117073464
669,0.30000000000000004,0.63,0.33055341891769496
670,0.30000000000000004,0.64,0.33010567998818074
671,0.30000000000000004,0.65,0.3294546728868623
672,0.30000000000000004,0.66,0.32824484793380065
673,0.30000000000000004,0.67,0.32543435814453064
674,0.30000000000000004,0.68,0.32524422029917055
675,0.30000000000000004,0.6900000000000001,0.3250251392742902
676,0.30000000000000004,0.7000000000000001,0.32476684802108835
677,0.30000000000000004,0.71,0.324452107921984
678,0.30000000000000004,0.72,0.3240492138384488
679,0.30000000000000004,0.73,0.32348964848619505
680,0.30000000000000004,0.74,0.3225733832718349
681,0.30000000000000004,0.75,0.3195042062960079
682,0.30000000000000004,0.76,0.31932383300948813
683,0.30000000000000004,0.77,0.3191175502295347
684,0.30000000000000004,0.78,0.3188766116790767
685,0.30000000000000004,0.79,0.31858671355845053
686,0.30000000000000004,0.8,0.3182231388726432
687,0.30000000000000004,0.81,0.31773503759099436
688,0.30000000000000004,0.8200000000000001,0.31699012583809844
689,0.30000000000000004,0.8300000000000001,0.31535904727021336
690,0.30000000000000004,0.84,0.3135940698248143
691,0.30000000000000004,0.85,0.31339823758577295
692,0.30000000000000004,0.86,0.31317136602752255
693,0.30000000000000004,0.87,0.3129014226564428
694,0.30000000000000004,0.88,0.31256841084211745
695,0.30000000000000004,0.89,0.3121336107374027
696,0.30000000000000004,0.9,0.3115059092788331
697,0.30000000000000004,0.91,0.31037305034995266
698,0.30000000000000004,0.92,0.30804539476807424
699,0.30000000000000004,0.93,0.3078605252043615
700,0.30000000000000004,0.9400000000000001,0.30764886706785155
701,0.30000000000000004,0.9500000000000001,0.3073974564700959
702,0.30000000000000004,0.96,0.3070925175670693
703,0.30000000000000004,0.97,0.3067019961305167
704,0.30000000000000004,0.98,0.3061639172220594
705,0.30000000000000004,0.99,0.30528736707946397
706,0.30000000000000004,1.0,0.30266281054167465
707,0.35000000000000003,0.0,1.0
708,0.35000000000000003,0.01,0.9848353325558294
709,0.35000000000000003,0.02,0.9393530799224574
710,0.35000000000000003,0.03,0.8762875359817683
711,0.35000000000000003,0.04,0.8040779766965159
712,0.35000000000000003,0.05,0.7258886262013776
713,0.35000000000000003,0.06,0.6431537426635414
714,0.35000000000000003,0.07,0.5567404894290824
715,0.35000000000000003,0.08,0.4671087515456735
716,0.35000000000000003,0.09,0.4364893253725842
717,0.35000000000000003,0.1,0.43624552005848566
718,0.35000000000000003,0.11,0.4359619854875262
719,0.35000000000000003,0.12,0.43562307562299757
720,0.35000000000000003,0.13,0.4352020011627006
721,0.35000000000000003,0.14,0.4346457812951751
722,0.35000000000000003,0.15,0.43382454063378895
723,0.35000000000000003,0.16,0.4322240847159009
724,0.35000000000000003,0.17,0.4262309587623436
725,0.35000000000000003,0.18,0.4260001753242651
726,0.35000000000000003,0.19,0.42573387537157437
727,0.35000000000000003,0.2,0.42541908111355964
728,0.35000000000000003,0.21,0.42503418564002143
729,0.35000000000000003,0.22,0.42453849134360594
730,0.35000000000000003,0.23,0.42384183814679616
731,0.35000000000000003,0.24,0.42266014826699744
732,0.35000000000000003,0.25,0.41716206950238444
733,0.35000000000000003,0.26,0.41694218537724104
734,0.35000000000000003,0.27,0.41669016436287504
735,0.35000000000000003,0.28,0.4163949922157152
736,0.35000000000000003,0.29,0.41603872785392043
737,0.35000000000000003,0.3,0.4155893910609401
738,0.35000000000000003,0.31,0.4149804631732294
739,0.35000000000000003,0.32,0.4140327094129942
740,0.35000000000000003,0.33,0.4118118304624778
741,0.35000000000000003,0.34,0.40859225995720977
742,0.35000000000000003,0.35000000000000003,0.4083542630711889
743,0.35000000000000003,0.36,0.408077819456421
744,0.35000000000000003,0.37,0.4077482132565456
745,0.35000000000000003,0.38,0.407339896801456
746,0.35000000000000003,0.39,0.4068033157052159
747,0.35000000000000003,0.4,0.40601891165607484
748,0.35000000000000003,0.41000000000000003,0.40453745263765944
749,0.35000000000000003,0.42,0.4007405220440773
750,0.35000000000000003,0.43,0.4005151933569782
751,0.35000000000000003,0.44,0.4002554753928328
752,0.35000000000000003,0.45,0.3999490529372473
753,0.35000000000000003,0.46,0.3995753096912931
754,0.35000000000000003,0.47000000000000003,0.3990961767551444
755,0.35000000000000003,0.48,0.39842772897448264
756,0.35000000000000003,0.49,0.39731540729802917
757,0.35000000000000003,0.5,0.39331253997556587
758,0.35000000000000003,0.51,0.39309773699891165
759,0.35000000000000003,0.52,0.3928517238105982
760,0.35000000000000003,0.53,0.39256414641064824
761,0.35000000000000003,0.54,0.39221788494833837
762,0.35000000000000003,0.55,0.3917827601351996
763,0.35000000000000003,0.56,0.39119678098094224
764,0.35000000000000003,0.5700000000000001,0.39029641145290445
765,0.35000000000000003,0.58,0.38831354421530445
766,0.35000000000000003,0.59,0.3860230062465407
767,0.35000000000000003,0.6,0.38579062759425725
768,0.35000000000000003,0.61,0.38552128344319037
769,0.35000000000000003,0.62,0.38520059763231285
770,0.35000000000000003,0.63,0.3848046610010714
771,0.35000000000000003,0.64,0.3842868401482784
772,0.35000000000000003,0.65,0.3835371327762303
773,0.35000000000000003,0.66,0.3821606000678309
774,0.35000000000000003,0.67,0.3792269835637112
775,0.35000000000000003,0.68,0.37900695507423954
776,0.35000000000000003,0.6900000000000001,0.3787537921282203
777,0.35000000000000003,0.7000000000000001,0.37845548999039297
778,0.35000000000000003,0.71,0.37809258260836215
779,0.35000000000000003,0.72,0.37762937165320704
780,0.35000000000000003,0.73,0.37698776108630805
781,0.35000000000000003,0.74,0.37593864307562325
782,0.35000000000000003,0.75,0.37269726158503913
783,0.35000000000000003,0.76,0.37248741130311164
784,0.35000000000000003,0.77,0.3722475760005579
785,0.35000000000000003,0.78,0.3719674644274697
786,0.35000000000000003,0.79,0.3716309565297115
787,0.35000000000000003,0.8,0.3712094582675316
788,0.35000000000000003,0.81,0.3706453045991285
789,0.35000000000000003,0.8200000000000001,0.3697915902421758
790,0.35000000000000003,0.8300000000000001,0.3679928315759075
791,0.35000000000000003,0.84,0.36619314155689875
792,0.35000000000000003,0.85,0.3659664384918463
793,0.35000000000000003,0.86,0.36570379754849497
794,0.35000000000000003,0.87,0.36539201236366675
795,0.35000000000000003,0.88,0.3650080886663105
796,0.35000000000000003,0.89,0.3645082226469343
797,0.35000000000000003,0.9,0.36379121383388524
798,0.35000000000000003,0.91,0.36250777878941726
799,0.35000000000000003,0.92,0.360100421398131
800,0.35000000000000003,0.93,0.3598850016541138
801,0.35000000000000003,0.9400000000000001,0.3596352721458232
802,0.35000000000000003,0.9500000000000001,0.35934698801282766
803,0.35000000000000003,0.96,0.3589920004402462
804,0.35000000000000003,0.97,0.35854200123947777
805,0.35000000000000003,0.98,0.35792700953806444
806,0.35000000000000003,0.99,0.3569346577417401
807,0.35000000000000003,1.0,0.354192862788042
808,0.4,0.0,1.0
809,0.4,0.01,0.9870863370892957
810,0.4,0.02,0.9478471275735317
811,0.4,0.03,0.8918373144048548
812,0.4,0.04,0.8270459148091187
813,0.4,0.05,0.7565667962979028
814,0.4,0.06,0.6818178857753026
815,0.4,0.07,0.6036995930970215
816,0.4,0.08,0.5226426529541799
817,0.4,0.09,0.4948698781653743
818,0.4,0.1,0.494590639719609
819,0.4,0.11,0.49426567757492107
820,0.4,0.12,0.49387724728719395
821,0.4,0.13,0.4933945438265821
822,0.4,0.14,0.49275662146117755
823,0.4,0.15,0.49181349332558966
824,0.4,0.16,0.4899710814208433
825,0.4,0.17,0.4836063464228344
826,0.4,0.18,0.48334195416312964
827,0.4,0.19,0.48303673671281655
828,0.4,0.2,0.4826758393432645
829,0.4,0.21,0.4822344996462714
830,0.4,0.22,0.481665973668102
831,0.4,0.23,0.48086657823171786
832,0.4,0.24,0.4795120703971146
833,0.4,0.25,0.4736923480953558
834,0.4,0.26,0.4734414463471686
835,0.4,0.27,0.4731538080622959
836,0.4,0.28,0.4728171748166653
837,0.4,0.29,0.472410779392005
838,0.4,0.3,0.471898716198179
839,0.4,0.31,0.4712055953788598
840,0.4,0.32,0.4701311615147733
841,0.4,0.33,0.4676617227685729
842,0.4,0.34,0.4643472523735155
843,0.4,0.35000000000000003,0.4640754517500249
844,0.4,0.36,0.4637599662537884
845,0.4,0.37,0.4633839297988294
846,0.4,0.38,0.4629183762917491
847,0.4,0.39,0.4623071480142544
848,0.4,0.4,0.4614154415591991
849,0.4,0.41000000000000003,0.4597595558991422
850,0.4,0.42,0.45583705660655693
851,0.4,0.43,0.45557954044166216
852,0.4,0.44,0.4552830231394393
853,0.4,0.45,0.4549333208729863
854,0.4,0.46,0.4545069678218431
855,0.4,0.47000000000000003,0.4539607821097623
856,0.4,0.48,0.45320030085760854
857,0.4,0.49,0.45194041400376356
858,0.4,0.5,0.4477868767797133
859,0.4,0.51,0.44754247546759446
860,0.4,0.52,0.4472630091006399
861,0.4,0.53,0.4469361739157402
862,0.4,0.54,0.4465432709992458
863,0.4,0.55,0.4460502054751217
864,0.4,0.56,0.4453879070094925
865,0.4,0.5700000000000001,0.44437664730165943
866,0.4,0.58,0.44219038447095516
867,0.4,0.59,0.43988473951586754
868,0.4,0.6,0.43962049501359696
869,0.4,0.61,0.4393142410433202
870,0.4,0.62,0.4389501002835703
871,0.4,0.63,0.43850093187089084
872,0.4,0.64,0.43791504842831325
873,0.4,0.65,0.43707076241843784
874,0.4,0.66,0.43554131714898114
875,0.4,0.67,0.43255288675551307
876,0.4,0.68,0.43230245509924836
877,0.4,0.6900000000000001,0.43201430429630755
878,0.4,0.7000000000000001,0.43167529452658604
879,0.4,0.71,0.4312634552078022
880,0.4,0.72,0.4307386744311538
881,0.4,0.73,0.43001461740126024
882,0.4,0.74,0.4288414087712702
883,0.4,0.75,0.4255035318940583
884,0.4,0.76,0.42526565276611955
885,0.4,0.77,0.42499378898097906
886,0.4,0.78,0.42467688347849436
887,0.4,0.79,0.42429684590392525
888,0.4,0.8,0.42382197461652626
889,0.4,0.81,0.4231889550013183
890,0.4,0.8200000000000001,0.42223691027400667
891,0.4,0.8300000000000001,0.4202774315589308
892,0.4,0.84,0.4184810126915315
893,0.4,0.85,0.4182238199742779
894,0.4,0.86,0.41792646840050046
895,0.4,0.87,0.41757387281013036
896,0.4,0.88,0.41714062678584124
897,0.4,0.89,0.41657885870134986
898,0.4,0.9,0.41577841563335366
899,0.4,0.91,0.4143729858434868
900,0.4,0.92,0.4119222194708943
901,0.4,0.93,0.4116806855689152
902,0.4,0.9400000000000001,0.41140456063168307
903,0.4,0.9500000000000001,0.41107474094037644
904,0.4,0.96,0.41067562503875554
905,0.4,0.97,0.4101685099595621
906,0.4,0.98,0.40947845557816553
907,0.4,0.99,0.4083819823243557
908,0.4,1.0,0.40557783412163484
909,0.45,0.0,1.0
910,0.45,0.01,0.9891053115602151
911,0.45,0.02,0.955901463181084
912,0.45,0.03,0.9068496998739869
913,0.45,0.04,0.8493834445423172
914,0.45,0.05,0.7865176569169053
915,0.45,0.06,0.7196567000351759
916,0.45,0.07,0.6496308822808236
917,0.45,0.08,0.5769581462087578
918,0.45,0.09,0.5520208226972426
919,0.45,0.1,0.5517071880083766
920,0.45,0.11,0.5513423790626676
921,0.45,0.12,0.5509066280286744
922,0.45,0.13,0.5503650445998391
923,0.45,0.14,0.5496498028024442
924,0.45,0.15,0.5485941074021288
925,0.45,0.16,0.5465411022064963
926,0.45,0.17,0.539900640026974
927,0.45,0.18,0.5396035487850248
928,0.45,0.19,0.5392610150118037
929,0.45,0.2,0.5388558970272792
930,0.45,0.21,0.5383606833193069
931,0.45,0.22,0.5377233013688051
932,0.45,0.23,0.5368280996330913
933,0.45,0.24,0.5353134373592091
934,0.45,0.25,0.5292295920270752
935,0.45,0.26,0.528947600684898
936,0.45,0.27,0.5286255358946764
937,0.45,0.28,0.5282493657661498
938,0.45,0.29,0.5277959575435532
939,0.45,0.3,0.5272253291184755
940,0.45,0.31,0.5264549484144891
941,0.45,0.32,0.5252656873302031
942,0.45,0.33,0.5225469923926616
943,0.45,0.34,0.5192189074718843
944,0.45,0.35000000000000003,0.5189150777553098
945,0.45,0.36,0.5185624801405673
946,0.45,0.37,0.5181426315596124
947,0.45,0.38,0.5176235524627016
948,0.45,0.39,0.5169437061764189
949,0.45,0.4,0.515956348229654
950,0.45,0.41000000000000003,0.5141295094256829
951,0.45,0.42,0.5101301213762834
952,0.45,0.43,0.5098422909540088
953,0.45,0.44,0.5095106401328752
954,0.45,0.45,0.509119894608874
955,0.45,0.46,0.5086442487131996
956,0.45,0.47000000000000003,0.5080362346233157
957,0.45,0.48,0.5071929819730645
958,0.45,0.49,0.5058084471958343
959,0.45,0.5,0.5015501983972169
960,0.45,0.51,0.5012768166371128
961,0.45,0.52,0.5009640360698413
962,0.45,0.53,0.5005988077498873
963,0.45,0.54,0.5001601467377887
964,0.45,0.55,0.49961085521656123
965,0.45,0.56,0.4988754305036012
966,0.45,0.5700000000000001,0.497759776063658
967,0.45,0.58,0.49541008212182225
968,0.45,0.59,0.4931300241127485
969,0.45,0.6,0.4928341068474155
970,0.45,0.61,0.49249173111355926
971,0.45,0.62,0.4920848696687326
972,0.45,0.63,0.4915841891690503
973,0.45,0.64,0.49093271679634193
974,0.45,0.65,0.48999896905011453
975,0.45,0.66,0.48834974444754575
976,0.45,0.67,0.4853426335840851
977,0.45,0.68,0.48506200194751675
978,0.45,0.6900000000000001,0.4847396816726224
979,0.45,0.7000000000000001,0.4843607793047509
980,0.45,0.71,0.48390122487308096
981,0.45,0.72,0.48331704725858926
982,0.45,0.73,0.4825147239299263
983,0.45,0.74,0.481242892241962
984,0.45,0.75,0.47786662904116656
985,0.45,0.76,0.47760001344852016
986,0.45,0.77,0.47729579353651586
987,0.45,0.78,0.4769414545818929
988,0.45,0.79,0.4765169015712693
989,0.45,0.8,0.47598853306360334
990,0.45,0.81,0.47529104325236293
991,0.45,0.8200000000000001,0.474252790302858
992,0.45,0.8300000000000001,0.47217832124778597
993,0.45,0.84,0.47041280676458647
994,0.45,0.85,0.47012558208455746
995,0.45,0.86,0.46979433689895217
996,0.45,0.87,0.4694023429585638
997,0.45,0.88,0.4689221443887469
998,0.45,0.89,0.46830187263407375
999,0.45,0.9,0.4674251881954791
1000,0.45,0.91,0.46591770781239666
1001,0.45,0.92,0.46348095788460303
1002,0.45,0.93,0.46320542350587424
1003,0.45,0.9400000000000001,0.46289842822368626
1004,0.45,0.9500000000000001,0.46252776343341784
1005,0.45,0.96,0.46208696580784187
1006,0.45,0.97,0.46153038055701995
1007,0.45,0.98,0.4607706313213833
1008,0.45,0.99,0.4595856037241111
1009,0.45,1.0,0.4567699016749421
1010,0.5,0.0,1.0
1011,0.5,0.01,0.9908905725418502
1012,0.5,0.02,0.9634632379942255
1013,0.5,0.03,0.9212527350016037
1014,0.5,0.04,0.8710158720326223
1015,0.5,0.05,0.8156561987383135
1016,0.5,0.06,0.7565667962979028
1017,0.5,0.07,0.6945490328394964
1018,0.5,0.08,0.6300919810002695
1019,0.5,0.09,0.6079023942623711
1020,0.5,0.1,0.6075530479032245
1021,0.5,0.11,0.6071467511059067
1022,0.5,0.12,0.6066610522179291
1023,0.5,0.13,0.6060574539271836
1024,0.5,0.14,0.6052596235229584
1025,0.5,0.15,0.6040806478366733
1026,0.5,0.16,0.6017823534253723
1027,0.5,0.17,0.5950068953575963
1028,0.5,0.18,0.5946775309082284
1029,0.5,0.19,0.5942975200167174
1030,0.5,0.2,0.5938487602369952
1031,0.5,0.21,0.5933001164165373
1032,0.5,0.22,0.5925944702905919
1033,0.5,0.23,0.5916051400677761
1034,0.5,0.24,0.5899381433287386
1035,0.5,0.25,0.5837131528081716
1036,0.5,0.26,0.5834017611009992
1037,0.5,0.27,0.5830453721320622
1038,0.5,0.28,0.5826284867339802
1039,0.5,0.29,0.5821260669362195
1040,0.5,0.3,0.5814945195970771
1041,0.5,0.31,0.5806433067040001
1042,0.5,0.32,0.5793340236029735
1043,0.5,0.33,0.5763888838929799
1044,0.5,0.34,0.5731270909750333
1045,0.5,0.35000000000000003,0.5727900765925218
1046,0.5,0.36,0.5723992834226153
1047,0.5,0.37,0.5719341772890492
1048,0.5,0.38,0.5713595520447484
1049,0.5,0.39,0.570608185777392
1050,0.5,0.4,0.5695202798494327
1051,0.5,0.41000000000000003,0.5675407998447236
1052,0.5,0.42,0.5635465506205526
1053,0.5,0.43,0.5632286084081485
1054,0.5,0.44,0.5628625846501643
1055,0.5,0.45,0.5624320022785597
1056,0.5,0.46,0.5619083704381161
1057,0.5,0.47000000000000003,0.5612408230623571
1058,0.5,0.48,0.5603190062319836
1059,0.5,0.49,0.5588219210947046
1060,0.5,0.5,0.5545441107202899
1061,0.5,0.51,0.5542420039579269
1062,0.5,0.52,0.5538967930393732
1063,0.5,0.53,0.553494128703533
1064,0.5,0.54,0.5530110085981469
1065,0.5,0.55,0.5524073672709195
1066,0.5,0.56,0.5516023044281297
1067,0.5,0.5700000000000001,0.5503909239897526
1068,0.5,0.58,0.5479200659672662
1069,0.5,0.59,0.5457015176057229
1070,0.5,0.6,0.5453748522464922
1071,0.5,0.61,0.5449969773595328
1072,0.5,0.62,0.5445490003460217
1073,0.5,0.63,0.5439983843067123
1074,0.5,0.64,0.5432858465362914
1075,0.5,0.65,0.5422783433160898
1076,0.5,0.66,0.5405216799277737
1077,0.5,0.67,0.5375520378302013
1078,0.5,0.68,0.5372435479451273
1079,0.5,0.6900000000000001,0.5368895069259246
1080,0.5,0.7000000000000001,0.5364741317468332
1081,0.5,0.71,0.535971205910954
1082,0.5,0.72,0.5353346925353911
1083,0.5,0.73,0.5344662345716731
1084,0.5,0.74,0.5330949902975325
1085,0.5,0.75,0.5297460600708019
1086,0.5,0.76,0.5294528103552162
1087,0.5,0.77,0.5291183909759912
1088,0.5,0.78,0.528729525836056
1089,0.5,0.79,0.5282648194570508
1090,0.5,0.8,0.5276875228308403
1091,0.5,0.81,0.5269249570504536
1092,0.5,0.8200000000000001,0.5258011145137306
1093,0.5,0.8300000000000001,0.5236588611832583
1094,0.5,0.84,0.5219519923689708
1095,0.5,0.85,0.5216354369009364
1096,0.5,0.86,0.5212699469372413
1097,0.5,0.87,0.5208382988481615
1098,0.5,0.88,0.5203105114579146
1099,0.5,0.89,0.5196359683310566
1100,0.5,0.9,0.5186916294826273
1101,0.5,0.91,0.5171046819590337
1102,0.5,0.92,0.5147211833617882
1103,0.5,0.93,0.5144183855857144
1104,0.5,0.9400000000000001,0.5140767622035243
1105,0.5,0.9500000000000001,0.5136752956034676
1106,0.5,0.96,0.513193790153312
1107,0.5,0.97,0.5125863344940516
1108,0.5,0.98,0.5117647531082304
1109,0.5,0.99,0.5105054024405199
1110,0.5,1.0,0.5077304590089902
1111,0.55,0.0,1.0
1112,0.55,0.01,0.9924580876155965
1113,0.55,0.02,0.9704568211953847
1114,0.55,0.03,0.9349596210893548
1115,0.55,0.04,0.8918373144048548
1116,0.55,0.05,0.8438690550338546
1117,0.55,0.06,0.7924165422663229
1118,0.55,0.07,0.7382428322796601
1119,0.55,0.08,0.6818178857753026
1120,0.55,0.09,0.6623729915763124
1121,0.55,0.1,0.6619897414530426
1122,0.55,0.11,0.6615436217741228
1123,0.55,0.12,0.6610106644371525
1124,0.55,0.13,0.6603486606510951
1125,0.55,0.14,0.6594742826333521
1126,0.55,0.15,0.6581845123106678
1127,0.55,0.16,0.6556865724214238
1128,0.55,0.17,0.6488203943720877
1129,0.55,0.18,0.6484588571398229
1130,0.55,0.19,0.6480419702476583
1131,0.55,0.2,0.6475495836770483
1132,0.55,0.21,0.6469481254451983
1133,0.55,0.22,0.6461754903681549
1134,0.55,0.23,0.645094230401771
1135,0.55,0.24,0.6432815649287271
1136,0.55,0.25,0.6370262144672607
1137,0.55,0.26,0.6366845207800297
1138,0.55,0.27,0.6362932122928243
1139,0.55,0.28,0.6358361147300038
1140,0.55,0.29,0.6352855724171352
1141,0.55,0.3,0.6345941876514354
1142,0.55,0.31,0.6336643214555028
1143,0.55,0.32,0.6322402512471529
1144,0.55,0.33,0.6291347777496441
1145,0.55,0.34,0.6259687271588965
1146,0.55,0.35000000000000003,0.6256007722595791
1147,0.55,0.36,0.6251743079925661
1148,0.55,0.37,0.6246672629123967
1149,0.55,0.38,0.6240424874025085
1150,0.55,0.39,0.6232276139385148
1151,0.55,0.4,0.622055656199929
1152,0.55,0.41000000000000003,0.6199456452245709
1153,0.55,0.42,0.6160328449019467
1154,0.55,0.43,0.6156839009067957
1155,0.55,0.44,0.615282712260889
1156,0.55,0.45,0.614810948245125
1157,0.55,0.46,0.6142379159642513
1158,0.55,0.47000000000000003,0.6135085647194052
1159,0.55,0.48,0.6125121497037629
1160,0.55,0.49,0.6109172117826616
1161,0.55,0.5,0.6066994945440823
1162,0.55,0.51,0.6063694176478466
1163,0.55,0.52,0.6059924707809687
1164,0.55,0.53,0.6055535886540726
1165,0.55,0.54,0.6050277879951015
1166,0.55,0.55,0.6043725933320054
1167,0.55,0.56,0.6035027915828268
1168,0.55,0.5700000000000001,0.6022060582142723
1169,0.55,0.58,0.5996575774645487
1170,0.55,0.59,0.597537524940523
1171,0.55,0.6,0.5971825433393863
1172,0.55,0.61,0.5967724931405461
1173,0.55,0.62,0.596287235494062
1174,0.55,0.63,0.5956929056817644
1175,0.55,0.64,0.5949262531730467
1176,0.55,0.65,0.5938449009039194
1177,0.55,0.66,0.5919959396025719
1178,0.55,0.67,0.5891313415712264
1179,0.55,0.68,0.5887944374417968
1180,0.55,0.6900000000000001,0.5884082072629857
1181,0.55,0.7000000000000001,0.5879557439324941
1182,0.55,0.71,0.587409371560303
1183,0.55,0.72,0.586720034549399
1184,0.55,0.73,0.5857883136609267
1185,0.55,0.74,0.5843511811708282
1186,0.55,0.75,0.5810793750983059
1187,0.55,0.76,0.580760378866682
1188,0.55,0.77,0.5803971821165883
1189,0.55,0.78,0.5799756153556138
1190,0.55,0.79,0.5794733038075437
1191,0.55,0.8,0.5788515826519358
1192,0.55,0.81,0.5780358710114265
1193,0.55,0.8200000000000001,0.5768483601959067
1194,0.55,0.8300000000000001,0.5746698386589325
1195,0.55,0.84,0.5730458946636513
1196,0.55,0.85,0.5727017821747128
1197,0.55,0.86,0.5723056190183256
1198,0.55,0.87,0.5718383479055353
1199,0.55,0.88,0.571269387404729
1200,0.55,0.89,0.5705435865948905
1201,0.55,0.9,0.5695419768535646
1202,0.55,0.91,0.5679011535588198
1203,0.55,0.92,0.5656070686756797
1204,0.55,0.93,0.5652827776458039
1205,0.55,0.9400000000000001,0.5649131031741418
1206,0.55,0.9500000000000001,0.5644771400497458
1207,0.55,0.96,0.5639572293638507
1208,0.55,0.97,0.5633057712083777
1209,0.55,0.98,0.562433594049339
1210,0.55,0.99,0.5611213377689986
1211,0.55,1.0,0.5584310604034325
1212,0.6000000000000001,0.0,1.0
1213,0.6000000000000001,0.01,0.9938147168351762
1214,0.6000000000000001,0.02,0.9767808322241198
1215,0.6000000000000001,0.03,0.9478471275735317
1216,0.6000000000000001,0.04,0.9117175602464739
1217,0.6000000000000001,0.05,0.8710158720326223
1218,0.6000000000000001,0.06,0.8270459148091187
1219,0.6000000000000001,0.07,0.7805771069602954
1220,0.6000000000000001,0.08,0.7320860851591702
1221,0.6000000000000001,0.09,0.7152359481183411
1222,0.6000000000000001,0.1,0.7148165561507994
1223,0.6000000000000001,0.11,0.7143296939014548
1224,0.6000000000000001,0.12,0.7137498472299479
1225,0.6000000000000001,0.13,0.7130301242421351
1226,0.6000000000000001,0.14,0.712080277927203
1227,0.6000000000000001,0.15,0.710682681279528
1228,0.6000000000000001,0.16,0.7079972554796317
1229,0.6000000000000001,0.17,0.7012058915135972
1230,0.6000000000000001,0.18,0.7008123264351726
1231,0.6000000000000001,0.19,0.7003588324041028
1232,0.6000000000000001,0.2,0.6998235513638602
1233,0.6000000000000001,0.21,0.6991700716821124
1234,0.6000000000000001,0.22,0.6983318507426933
1235,0.6000000000000001,0.23,0.6971613948096342
1236,0.6000000000000001,0.24,0.6952121307924884
1237,0.6000000000000001,0.25,0.6890329744904832
1238,0.6000000000000001,0.26,0.6886613539770982
1239,0.6000000000000001,0.27,0.6882359654774365
1240,0.6000000000000001,0.28,0.6877389862265919
1241,0.6000000000000001,0.29,0.6871414073256057
1242,0.6000000000000001,0.3,0.6863918938233238
1243,0.6000000000000001,0.31,0.6853863690680257
1244,0.6000000000000001,0.32,0.6838592682201583
1245,0.6000000000000001,0.33,0.6806429130491902
1246,0.6000000000000001,0.34,0.6776556707768181
1247,0.6000000000000001,0.35000000000000003,0.6772557412478935
1248,0.6000000000000001,0.36,0.6767922558701562
1249,0.6000000000000001,0.37,0.6762421947203233
1250,0.6000000000000001,0.38,0.6755651676431407
1251,0.6000000000000001,0.39,0.6746844710135681
1252,0.6000000000000001,0.4,0.6734307896293588
1253,0.6000000000000001,0.41000000000000003,0.6712330528501554
1254,0.6000000000000001,0.42,0.6674741914039007
1255,0.6000000000000001,0.43,0.6670964741971859
1256,0.6000000000000001,0.44,0.6666628386199817
1257,0.6000000000000001,0.45,0.6661535807033504
1258,0.6000000000000001,0.46,0.6655366886280355
1259,0.6000000000000001,0.47000000000000003,0.664754287010982
1260,0.6000000000000001,0.48,0.6636860351151008
1261,0.6000000000000001,0.49,0.6620113156555671
1262,0.6000000000000001,0.5,0.6579316575853418
1263,0.6000000000000001,0.51,0.6575744882495502
1264,0.6000000000000001,0.52,0.6571670810350976
1265,0.6000000000000001,0.53,0.6566935133450776
1266,0.6000000000000001,0.54,0.6561273929199803
1267,0.6000000000000001,0.55,0.6554241123496126
1268,0.6000000000000001,0.56,0.6544957939246674
1269,0.6000000000000001,0.5700000000000001,0.6531375197125355
1270,0.6000000000000001,0.58,0.650556759212896
1271,0.6000000000000001,0.59,0.6485724918469757
1272,0.6000000000000001,0.6,0.6481888774665617
1273,0.6000000000000001,0.61,0.6477464570225466
1274,0.6000000000000001,0.62,0.6472237998256477
1275,0.6000000000000001,0.63,0.6465859072255745
1276,0.6000000000000001,0.64,0.6457667443450998
1277,0.6000000000000001,0.65,0.6446215533186034
1278,0.6000000000000001,0.66,0.6427368068288339
1279,0.6000000000000001,0.67,0.6400096606763186
1280,0.6000000000000001,0.68,0.6396470395746904
1281,0.6000000000000001,0.6900000000000001,0.639232258671183
1282,0.6000000000000001,0.7000000000000001,0.6387473893600715
1283,0.6000000000000001,0.71,0.6381640951019207
1284,0.6000000000000001,0.72,0.6374320674680929
1285,0.6000000000000001,0.73,0.6364487260902476
1286,0.6000000000000001,0.74,0.6349547907375395
1287,0.6000000000000001,0.75,0.6318257204715827
1288,0.6000000000000001,0.76,0.6314810078645713
1289,0.6000000000000001,0.77,0.6310906783074323
1290,0.6000000000000001,0.78,0.6306387728087648
1291,0.6000000000000001,0.79,0.6301020264002251
1292,0.6000000000000001,0.8,0.62944091550359
1293,0.6000000000000001,0.81,0.6285805689576762
1294,0.6000000000000001,0.8200000000000001,0.627346779452143
1295,0.6000000000000001,0.8300000000000001,0.6251773933022587
1296,0.6000000000000001,0.84,0.6236537308349551
1297,0.6000000000000001,0.85,0.6232840130277468
1298,0.6000000000000001,0.86,0.6228589852106703
1299,0.6000000000000001,0.87,0.6223593841570557
1300,0.6000000000000001,0.88,0.621753448414499
1301,0.6000000000000001,0.89,0.6209883134450687
1302,0.6000000000000001,0.9,0.6199421917507303
1303,0.6000000000000001,0.91,0.6182792051838074
