local_time,observed_power
2022-12-24T08:00:00,0
2022-12-24T08:01:00,0
2022-12-24T08:02:00,0
2022-12-24T08:03:00,0
2022-12-24T08:04:00,0
2022-12-24T08:05:00,0
2022-12-24T08:06:00,0
2022-12-24T08:07:00,0
2022-12-24T08:08:00,0
2022-12-24T08:09:00,0
2022-12-24T08:10:00,0
2022-12-24T08:11:00,0
2022-12-24T08:12:00,0
2022-12-24T08:13:00,0
2022-12-24T08:14:00,0
2022-12-24T08:15:00,0
2022-12-24T08:16:00,0
2022-12-24T08:17:00,0
2022-12-24T08:18:00,0
2022-12-24T08:19:00,0
2022-12-24T08:20:00,0
2022-12-24T08:21:00,0
2022-12-24T08:22:00,0
2022-12-24T08:23:00,0
2022-12-24T08:24:00,0
2022-12-24T08:25:00,0
2022-12-24T08:26:00,0
2022-12-24T08:27:00,0
2022-12-24T08:28:00,0
2022-12-24T08:29:00,0
2022-12-24T08:30:00,0
2022-12-24T08:31:00,0
2022-12-24T08:32:00,0
2022-12-24T08:33:00,0.000677472
2022-12-24T08:34:00,0.001908094
2022-12-24T08:35:00,0.002279855
2022-12-24T08:36:00,0.002594652
2022-12-24T08:37:00,0.002940707
2022-12-24T08:38:00,0.003301635
2022-12-24T08:39:00,0.003680257
2022-12-24T08:40:00,0.004092827
2022-12-24T08:41:00,0.004537873
2022-12-24T08:42:00,0.004984337
2022-12-24T08:43:00,0.005503588
2022-12-24T08:44:00,0.006073223
2022-12-24T08:45:00,0.006754764
2022-12-24T08:46:00,0.00747898
2022-12-24T08:47:00,0.008303044
2022-12-24T08:48:00,0.009348688
2022-12-24T08:49:00,0.010434132
2022-12-24T08:50:00,0.011587438
2022-12-24T08:51:00,0.012940046
2022-12-24T08:52:00,0.014508795
2022-12-24T08:53:00,0.016091872
2022-12-24T08:54:00,0.017856336
2022-12-24T08:55:00,0.019700406
2022-12-24T08:56:00,0.021506579
2022-12-24T08:57:00,0.023347984
2022-12-24T08:58:00,0.025374389
2022-12-24T08:59:00,0.027645853
2022-12-24T09:00:00,0.030111747
2022-12-24T09:01:00,0.032765924
2022-12-24T09:02:00,0.035482878
2022-12-24T09:03:00,0.038374041
2022-12-24T09:04:00,0.040951576
2022-12-24T09:05:00,0.044608024
2022-12-24T09:06:00,0.047648947
2022-12-24T09:07:00,0.050996908
2022-12-24T09:08:00,0.054314683
2022-12-24T09:09:00,0.057759114
2022-12-24T09:10:00,0.061365951
2022-12-24T09:11:00,0.064994443
2022-12-24T09:12:00,0.068841356
2022-12-24T09:13:00,0.072804012
2022-12-24T09:14:00,0.07642456
2022-12-24T09:15:00,0.079725996
2022-12-24T09:16:00,0.083125325
2022-12-24T09:17:00,0.086449922
2022-12-24T09:18:00,0.089941501
2022-12-24T09:19:00,0.093657421
2022-12-24T09:20:00,0.097460444
2022-12-24T09:21:00,0.101612003
2022-12-24T09:22:00,0.106015437
2022-12-24T09:23:00,0.110366584
2022-12-24T09:24:00,0.114801538
2022-12-24T09:25:00,0.119244134
2022-12-24T09:26:00,0.123590586
2022-12-24T09:27:00,0.128089243
2022-12-24T09:28:00,0.132964946
2022-12-24T09:29:00,0.137538859
2022-12-24T09:30:00,0.142026582
2022-12-24T09:31:00,0.146628102
2022-12-24T09:32:00,0.151631388
2022-12-24T09:33:00,0.156373424
2022-12-24T09:34:00,0.161044722
2022-12-24T09:35:00,0.166023187
2022-12-24T09:36:00,0.170728915
2022-12-24T09:37:00,0.175350763
2022-12-24T09:38:00,0.180042289
2022-12-24T09:39:00,0.185159347
2022-12-24T09:40:00,0.189726991
2022-12-24T09:41:00,0.194464439
2022-12-24T09:42:00,0.199610414
2022-12-24T09:43:00,0.204752349
2022-12-24T09:44:00,0.209371338
2022-12-24T09:45:00,0.214137239
2022-12-24T09:46:00,0.219098338
2022-12-24T09:47:00,0.223966902
2022-12-24T09:48:00,0.228367319
2022-12-24T09:49:00,0.23305211
2022-12-24T09:50:00,0.236868296
2022-12-24T09:51:00,0.240321306
2022-12-24T09:52:00,0.244262113
2022-12-24T09:53:00,0.248322231
2022-12-24T09:54:00,0.252235674
2022-12-24T09:55:00,0.256116571
2022-12-24T09:56:00,0.260406759
2022-12-24T09:57:00,0.264750727
2022-12-24T09:58:00,0.268908821
2022-12-24T09:59:00,0.273668357
2022-12-24T10:00:00,0.278730011
2022-12-24T10:01:00,0.283469897
2022-12-24T10:02:00,0.288090433
2022-12-24T10:03:00,0.293338482
2022-12-24T10:04:00,0.298383444
2022-12-24T10:05:00,0.303079247
2022-12-24T10:06:00,0.308016073
2022-12-24T10:07:00,0.312969595
2022-12-24T10:08:00,0.318329124
2022-12-24T10:09:00,0.32391324
2022-12-24T10:10:00,0.328974155
2022-12-24T10:11:00,0.333802583
2022-12-24T10:12:00,0.338431341
2022-12-24T10:13:00,0.343176473
2022-12-24T10:14:00,0.34767798
2022-12-24T10:15:00,0.352465529
2022-12-24T10:16:00,0.357609627
2022-12-24T10:17:00,0.362236459
2022-12-24T10:18:00,0.367105681
2022-12-24T10:19:00,0.372260087
2022-12-24T10:20:00,0.376918529
2022-12-24T10:21:00,0.38121347
2022-12-24T10:22:00,0.386059254
2022-12-24T10:23:00,0.391267362
