local_time,observed_power
2021-12-23T06:00:00,0
2021-12-23T06:01:00,0
2021-12-23T06:02:00,0
2021-12-23T06:03:00,0
2021-12-23T06:04:00,0
2021-12-23T06:05:00,0
2021-12-23T06:06:00,0
2021-12-23T06:07:00,0
2021-12-23T06:08:00,0
2021-12-23T06:09:00,0
2021-12-23T06:10:00,0
2021-12-23T06:11:00,0
2021-12-23T06:12:00,0
2021-12-23T06:13:00,0
2021-12-23T06:14:00,0
2021-12-23T06:15:00,0
2021-12-23T06:16:00,0
2021-12-23T06:17:00,0
2021-12-23T06:18:00,0
2021-12-23T06:19:00,0
2021-12-23T06:20:00,0
2021-12-23T06:21:00,0
2021-12-23T06:22:00,0
2021-12-23T06:23:00,0
2021-12-23T06:24:00,0
2021-12-23T06:25:00,0
2021-12-23T06:26:00,0
2021-12-23T06:27:00,0
2021-12-23T06:28:00,0
2021-12-23T06:29:00,0
2021-12-23T06:30:00,0
2021-12-23T06:31:00,0
2021-12-23T06:32:00,0
2021-12-23T06:33:00,0
2021-12-23T06:34:00,0
2021-12-23T06:35:00,0
2021-12-23T06:36:00,0
2021-12-23T06:37:00,0
2021-12-23T06:38:00,0
2021-12-23T06:39:00,0
2021-12-23T06:40:00,0
2021-12-23T06:41:00,0.000200822
2021-12-23T06:42:00,0.002543031
2021-12-23T06:43:00,0.003101307
2021-12-23T06:44:00,0.003658987
2021-12-23T06:45:00,0.004264984
2021-12-23T06:46:00,0.004994814
2021-12-23T06:47:00,0.00573
2021-12-23T06:48:00,0.006673177
2021-12-23T06:49:00,0.007717348
2021-12-23T06:50:00,0.008703296
2021-12-23T06:51:00,0.00989237
2021-12-23T06:52:00,0.01120529
2021-12-23T06:53:00,0.01265659
2021-12-23T06:54:00,0.014188815
2021-12-23T06:55:00,0.015934411
2021-12-23T06:56:00,0.01768855
2021-12-23T06:57:00,0.019483449
2021-12-23T06:58:00,0.021149333
2021-12-23T06:59:00,0.023160596
2021-12-23T07:00:00,0.025379715
2021-12-23T07:01:00,0.027721994
2021-12-23T07:02:00,0.030247564
2021-12-23T07:03:00,0.032754923
2021-12-23T07:04:00,0.035388011
2021-12-23T07:05:00,0.038126611
2021-12-23T07:06:00,0.041012066
2021-12-23T07:07:00,0.043852735
2021-12-23T07:08:00,0.04707795
2021-12-23T07:09:00,0.049982478
2021-12-23T07:10:00,0.053061221
2021-12-23T07:11:00,0.056187667
2021-12-23T07:12:00,0.059337397
2021-12-23T07:13:00,0.062758944
2021-12-23T07:14:00,0.066219654
2021-12-23T07:15:00,0.069639653
2021-12-23T07:16:00,0.073121862
2021-12-23T07:17:00,0.076210595
2021-12-23T07:18:00,0.079434562
2021-12-23T07:19:00,0.082810824
2021-12-23T07:20:00,0.086707532
2021-12-23T07:21:00,0.090975509
2021-12-23T07:22:00,0.094955635
2021-12-23T07:23:00,0.098870252
2021-12-23T07:24:00,0.103096423
2021-12-23T07:25:00,0.107504734
2021-12-23T07:26:00,0.111710708
2021-12-23T07:27:00,0.116341887
2021-12-23T07:28:00,0.121061201
2021-12-23T07:29:00,0.12530127
2021-12-23T07:30:00,0.129614595
2021-12-23T07:31:00,0.1342279
2021-12-23T07:32:00,0.138456413
2021-12-23T07:33:00,0.142764848
2021-12-23T07:34:00,0.147272771
2021-12-23T07:35:00,0.152018435
2021-12-23T07:36:00,0.15699796
2021-12-23T07:37:00,0.161715688
2021-12-23T07:38:00,0.166198921
2021-12-23T07:39:00,0.171036027
2021-12-23T07:40:00,0.176137965
2021-12-23T07:41:00,0.180929866
2021-12-23T07:42:00,0.18562931
2021-12-23T07:43:00,0.190272604
2021-12-23T07:44:00,0.195199882
2021-12-23T07:45:00,0.199965552
2021-12-23T07:46:00,0.204195872
2021-12-23T07:47:00,0.209011387
2021-12-23T07:48:00,0.2140059
2021-12-23T07:49:00,0.218502329
2021-12-23T07:50:00,0.222511676
2021-12-23T07:51:00,0.226562425
2021-12-23T07:52:00,0.230725678
2021-12-23T07:53:00,0.234748345
2021-12-23T07:54:00,0.239056799
2021-12-23T07:55:00,0.243218422
2021-12-23T07:56:00,0.247663424
2021-12-23T07:57:00,0.251778506
2021-12-23T07:58:00,0.255798094
2021-12-23T07:59:00,0.260509356
2021-12-23T08:00:00,0.265214844
2021-12-23T08:01:00,0.269968735
2021-12-23T08:02:00,0.274369733
2021-12-23T08:03:00,0.279116969
2021-12-23T08:04:00,0.284444235
2021-12-23T08:05:00,0.289360078
2021-12-23T08:06:00,0.294120997
2021-12-23T08:07:00,0.299293339
2021-12-23T08:08:00,0.304729737
2021-12-23T08:09:00,0.310098891
2021-12-23T08:10:00,0.315255379
